Colony,Date,Alive/Dead,ROI,Area,Mean,Min,Max,Total Area,Dead Area,% Live Tissue
43,2015-09-24,Alive,1,509088,120.792,40,203,509088,2173,0.995731583
,,Dead,2,453,84.064,53,137,,,
,,Dead,3,912,90.874,63,165,,,
,,Dead,4,535,85.604,67,117,,,
,,Dead,5,273,75.297,64,105,,,
43,2016-02-04,Alive,1,925228,89.243,21,255,899950,103095,0.885443636
,,No count,2,25278,181.435,56,255,,,
,,Dead,3,1697,124.577,72,184,,,
,,Dead,4,10157,135.113,65,202,,,
,,Dead,5,8617,108.063,45,193,,,
,,Dead,6,3153,119.333,54,180,,,
,,Dead,7,8580,116.553,53,203,,,
,,Dead,8,7656,105.093,43,196,,,
,,Dead,9,4514,116.02,50,205,,,
,,Dead,10,18407,104.44,40,200,,,
,,Dead,11,4110,86.667,29,166,,,
,,Dead,12,5385,102.162,31,192,,,
,,Dead,13,3084,125.092,59,185,,,
,,Dead,14,819,112.44,53,169,,,
,,Dead,15,3675,128.827,56,208,,,
,,Dead,16,946,94.789,43,128,,,
,,Dead,17,17107,115.958,44,215,,,
,,Dead,18,3808,115.267,50,209,,,
,,Dead,19,1380,141.401,80,198,,,
43,2016-05-26,Alive,1,1376891,123.185,28,255,1309335,115276,0.911958361
,,Dead,2,14181,131.029,42,232,,,
,,No count,3,67556,156.973,65,255,,,
,,Dead,4,4820,148.155,44,229,,,
,,Dead,5,5236,159.602,46,239,,,
,,Dead,6,18080,144.483,45,244,,,
,,Dead,7,4449,155.923,46,235,,,
,,Dead,8,11150,135.368,46,231,,,
,,Dead,9,1678,142.702,68,194,,,
,,Dead,10,8996,129.238,44,239,,,
,,Dead,11,4975,139.394,54,225,,,
,,Dead,12,4754,106.875,54,218,,,
,,Dead,13,6483,139.046,48,240,,,
,,Dead,14,17731,138.837,48,238,,,
,,Dead,15,5060,160.505,52,239,,,
,,Dead,16,928,168.768,92,222,,,
,,Dead,17,1416,139.246,57,229,,,
,,Dead,18,930,128.102,70,204,,,
,,Dead,19,2302,143.166,61,207,,,
,,Dead,20,1616,158.657,71,232,,,
,,Dead,21,491,145.409,81,229,,,
43,2016-09-20,Alive,1,705359,84.221,0,247,697220,47964,0.931206793
,,No count,2,3385,25.12,5,152,,,
,,No count,3,4754,24.326,1,168,,,
,,Dead,4,697,156.214,39,219,,,
,,Dead,5,730,100.527,18,187,,,
,,Dead,6,1860,92.827,4,239,,,
,,Dead,7,9028,83.278,0,221,,,
,,Dead,8,1160,89.674,2,179,,,
,,Dead,9,798,97.211,2,218,,,
,,Dead,10,7620,100.835,0,225,,,
,,Dead,11,6235,91.498,0,212,,,
,,Dead,12,880,74.294,7,192,,,
,,Dead,13,4479,88.24,0,191,,,
,,Dead,14,12857,96.592,0,237,,,
,,Dead,15,811,112.825,8,229,,,
,,Dead,16,809,142.415,24,239,,,
43,2017-05-18,Alive,1,212516,87.066,25,255,183422,1302,0.992901615
,,No count,2,29094,165.271,49,255,,,
,,Dead,3,369,100.173,50,183,,,
,,Dead,4,449,151.356,58,220,,,
,,Dead,5,484,120.149,54,179,,,
43,2019-06-20,Alive,1,1149307,76.119,11,233,1137414,5629,0.995051054
,,No count,2,6653,158.864,50,233,,,
,,Dead,3,2527,76.121,30,137,,,
,,No count,4,5240,51.473,30,122,,,
,,Dead,5,2077,96.125,41,133,,,
,,Dead,6,1025,75.75,33,171,,,
43,2019-10-16,Alive,1,402418,96.855,15,248,396333,3850,0.990285946
,,No count,2,3466,138.516,58,255,,,
,,Dead,3,2635,94.872,18,211,,,
,,No count,4,2619,161.572,40,248,,,
,,Dead,5,400,79.358,25,133,,,
,,Dead,6,464,86.888,55,133,,,
,,Dead,7,351,61.855,27,111,,,
43,2019-10-30,Alive,1,399341,111.856,47,255,377559,1019,0.997301084
,,No count,2,20096,184.056,69,255,,,
,,No count,3,1686,121.123,63,227,,,
,,Dead,4,604,130.427,70,192,,,
,,Dead,5,415,102.487,67,160,,,
43,2020-10-08,Alive,1,936902,95.547,48,192,935349,28427,0.969608136
,,No count,2,1553,114.943,67,192,,,
,,Dead,3,3014,92.354,60,139,,,
,,Dead,4,1223,106.689,65,150,,,
,,Dead,5,4307,105.963,64,152,,,
,,Dead,6,3278,117.498,71,156,,,
,,Dead,7,1967,115.916,74,165,,,
,,Dead,8,1895,100.744,64,161,,,
,,Dead,9,7309,106.456,68,183,,,
,,Dead,10,989,101.182,63,172,,,
,,Dead,11,1378,112.11,82,154,,,
,,Dead,12,3067,91.903,59,149,,,
43,2020-11-05,Alive,1,344473,110.511,64,216,343460,0,1
,,No count,2,1013,141.055,74,215,,,
43,2021-03-26,Alive,1,1783422,114.42,2,249,1779688,158595,0.910886065
,,No count,2,3734,136.433,40,227,,,
,,Dead,3,4198,135.922,69,218,,,
,,Dead,4,28715,152.178,55,243,,,
,,Dead,5,21511,148.229,67,235,,,
,,Dead,6,13839,142.757,54,230,,,
,,Dead,7,4063,133.591,44,221,,,
,,Dead,8,4146,130.413,44,211,,,
,,Dead,9,5303,129.026,41,218,,,
,,Dead,10,8797,142.737,52,235,,,
,,Dead,11,29969,127.395,29,240,,,
,,Dead,12,11822,139.81,30,228,,,
,,Dead,13,26232,132.19,35,229,,,
43,2021-10-08,Alive,1,357605,94.228,2,254,335650,2624,0.992182333
,,No count,2,859,141.061,45,232,,,
,,No count,3,21096,156.056,15,254,,,
,,Dead,4,672,58.144,14,130,,,
,,Dead,5,752,44.551,20,91,,,
,,Dead,6,1200,74.853,13,166,,,
43,2022-09-01,Alive,1,421818,87.503,18,251,419646,2889,0.993115626
,,No count,2,2172,178.317,54,251,,,
,,Dead,3,1085,102.837,35,205,,,
,,Dead,4,1257,98.058,42,190,,,
,,Dead,5,547,97.567,43,203,,,
45,2015-09-24,Alive,1,886670,120.771,42,248,878072,32280,0.963237639
,,No count,2,8598,139.387,68,248,,,
,,Dead,3,1035,96.5,66,154,,,
,,Dead,4,6465,83.587,57,146,,,
,,Dead,5,1138,95.409,63,137,,,
,,Dead,6,3863,85.812,56,144,,,
,,Dead,7,1826,91.735,60,145,,,
,,Dead,8,1001,82.733,59,116,,,
,,Dead,9,1896,85.607,55,126,,,
,,Dead,10,1506,93.631,61,133,,,
,,Dead,11,994,100.111,67,141,,,
,,Dead,12,2243,94.492,59,155,,,
,,Dead,13,975,92.143,69,137,,,
,,Dead,14,4015,91.796,64,141,,,
,,Dead,15,2893,91.81,49,148,,,
,,Dead,16,2430,81.966,50,139,,,
45,2015-12-14,Alive,1,1981162,103.12,27,223,1929810,150363,0.922084039
,,No count,2,40629,169.395,66,220,,,
,,No count,3,3219,125.46,63,220,,,
,,No count,4,1182,133.501,68,218,,,
,,No count,5,6322,166.764,83,223,,,
,,Dead,6,1689,112.427,80,178,,,
,,Dead,7,10442,118.243,58,181,,,
,,Dead,8,13646,112.071,58,186,,,
,,Dead,9,3785,113.575,73,162,,,
,,Dead,10,5512,109.096,46,176,,,
,,Dead,11,1061,120.041,79,151,,,
,,Dead,12,1443,126.94,60,165,,,
,,Dead,13,705,138.826,99,164,,,
,,Dead,14,3004,103.811,54,141,,,
,,Dead,15,4628,105.553,45,164,,,
,,Dead,16,1163,125.49,73,156,,,
,,Dead,17,11668,105.296,40,179,,,
,,Dead,18,1403,107.282,58,143,,,
,,Dead,19,1474,125.804,78,162,,,
,,Dead,20,6740,118.178,56,162,,,
,,Dead,21,10719,121.221,48,181,,,
,,Dead,22,1029,117.551,57,158,,,
,,Dead,23,1586,133.409,72,177,,,
,,Dead,24,5134,102.156,44,159,,,
,,Dead,25,4831,113.353,50,172,,,
,,Dead,26,4418,116.42,53,192,,,
,,Dead,27,3727,118.918,57,167,,,
,,Dead,28,3675,113.596,63,172,,,
,,Dead,29,2527,132.568,80,167,,,
,,Dead,30,3199,114.61,53,168,,,
,,Dead,31,6613,118.385,54,185,,,
,,Dead,32,5554,120.444,60,165,,,
,,Dead,33,5179,116.672,70,170,,,
,,Dead,34,3135,128.983,71,168,,,
,,Dead,35,3414,118.608,73,163,,,
,,Dead,36,1230,131.189,85,170,,,
,,Dead,37,2696,132.116,71,188,,,
,,Dead,38,7803,128.814,75,177,,,
,,Dead,39,2330,126.19,74,174,,,
,,Dead,40,3201,117.472,61,182,,,
45,2016-02-04,Alive,1,1246203,109.971,41,245,1238780,426379,0.655807327
,,No count,2,5962,145.743,80,232,,,
,,Dead,3,8000,144.808,77,235,,,
,,Dead,4,3365,111.898,68,161,,,
,,Dead,5,1269,129.354,73,171,,,
,,Dead,6,1974,131.419,85,163,,,
,,Dead,7,8471,140.206,75,228,,,
,,Dead,8,1334,148.403,86,203,,,
,,Dead,9,15736,135.967,75,224,,,
,,Dead,10,4743,136.743,75,221,,,
,,Dead,11,5039,129.352,68,198,,,
,,Dead,12,5434,128.494,68,212,,,
,,Dead,13,2117,121.581,64,166,,,
,,Dead,14,1032,138.395,78,200,,,
,,Dead,15,855,118.961,67,176,,,
,,Dead,16,353,129.323,64,166,,,
,,Dead,17,2870,115.065,64,176,,,
,,Dead,18,2673,105.375,58,139,,,
,,Dead,19,3309,112.123,53,161,,,
,,Dead,20,2704,105.006,56,142,,,
,,Dead,21,2267,102.929,52,137,,,
,,Dead,22,1126,102.578,55,155,,,
,,Dead,23,3955,114.602,65,187,,,
,,Dead,24,1627,110.159,63,175,,,
,,Dead,25,5047,128.683,58,207,,,
,,Dead,26,12954,125.77,74,201,,,
,,Dead,27,982,124.785,80,156,,,
,,Dead,28,19043,106.636,69,194,,,
,,Dead,29,8030,108.204,69,182,,,
,,Dead,30,1010,117.801,83,152,,,
,,Dead,31,3147,117.731,76,186,,,
,,Dead,32,9690,126.174,72,213,,,
,,Dead,33,4868,119.473,74,188,,,
,,Dead,34,20391,143.663,80,245,,,
,,Dead,35,1757,119.718,79,172,,,
,,Dead,36,8982,137.732,71,227,,,
,,Dead,37,1126,128.577,74,186,,,
,,Dead,38,3528,142.323,80,212,,,
,,Dead,39,1776,145.74,79,209,,,
,,Dead,40,6478,125.069,72,195,,,
,,Dead,41,2050,130.627,78,206,,,
,,Dead,42,639,136.169,92,170,,,
,,Dead,43,199,136.317,87,183,,,
,,Dead,44,226,130.783,79,152,,,
,,Dead,45,646,126.006,72,184,,,
,,Dead,46,9979,143.3,78,219,,,
,,Dead,47,6030,138.813,75,205,,,
,,Dead,48,1203,128.724,85,209,,,
,,No count,49,1461,86.453,64,155,,,
,,Dead,50,14686,155.658,81,242,,,
,,Dead,51,6955,163.903,81,242,,,
,,Dead,52,8871,144.942,85,240,,,
,,Dead,53,3972,170.858,90,242,,,
,,Dead,54,5693,106.935,71,157,,,
,,Dead,55,8468,129.982,79,208,,,
,,Dead,56,2574,109.172,73,155,,,
,,Dead,57,3659,128.958,78,198,,,
,,Dead,58,41105,153.092,79,245,,,
,,Dead,59,21072,129.146,69,244,,,
,,Dead,60,1325,115.146,60,154,,,
,,Dead,61,3034,108.547,63,173,,,
,,Dead,62,1104,120.1,78,163,,,
,,Dead,63,1337,114.402,73,176,,,
,,Dead,64,4292,95.043,57,145,,,
,,Dead,65,398,99.819,67,131,,,
,,Dead,66,6782,88.958,51,135,,,
,,Dead,67,9716,112.771,60,212,,,
,,Dead,68,12185,132.218,69,236,,,
,,Dead,69,20786,135.492,68,243,,,
,,Dead,70,11147,141.507,76,233,,,
,,Dead,71,10310,121.334,78,204,,,
,,Dead,72,2338,111.745,73,196,,,
,,Dead,73,911,122.63,79,155,,,
,,Dead,74,2449,117.895,77,166,,,
,,Dead,75,4564,107.509,70,158,,,
,,Dead,76,1515,109.669,75,142,,,
,,Dead,77,884,103.988,70,157,,,
,,Dead,78,4213,91.692,63,152,,,
45,2016-03-24,Alive,1,715544,108.122,17,255,703580,330447,0.530334859
,,No count,2,11964,137.181,61,255,,,
,,Dead,3,15710,106.605,33,211,,,
,,Dead,4,1166,96.765,39,180,,,
,,Dead,5,5152,118.8,39,211,,,
,,Dead,6,8321,123.116,41,230,,,
,,Dead,7,6436,123.657,30,242,,,
,,Dead,8,4575,97.261,31,201,,,
,,Dead,9,5345,126.912,42,238,,,
,,Dead,10,10361,109.005,39,225,,,
,,Dead,11,8713,119.234,40,239,,,
,,Dead,12,3132,89.649,32,182,,,
,,Dead,13,7813,109.986,39,223,,,
,,Dead,14,1669,101.922,44,202,,,
,,Dead,15,2604,101.053,35,193,,,
,,Dead,16,1253,102.051,42,166,,,
,,Dead,17,5870,120.571,39,217,,,
,,Dead,18,7292,109.131,45,228,,,
,,Dead,19,395,118.268,66,196,,,
,,Dead,20,703,108.798,46,179,,,
,,Dead,21,15157,111.1,37,224,,,
,,Dead,22,4090,119.918,52,214,,,
,,Dead,23,4821,129.268,46,226,,,
,,Dead,24,970,86.403,42,143,,,
,,Dead,25,14518,115.439,40,255,,,
,,Dead,26,8111,115.181,49,232,,,
,,Dead,27,12829,113.16,45,233,,,
,,Dead,28,2197,93.093,45,230,,,
,,Dead,29,37185,116.882,40,249,,,
,,Dead,30,10992,110.903,49,193,,,
,,Dead,31,24501,114.283,45,244,,,
,,Dead,32,18688,111.292,44,226,,,
,,Dead,33,58159,111.804,43,254,,,
,,Dead,34,7174,131.761,67,254,,,
,,Dead,35,9247,108.442,46,205,,,
,,Dead,36,4931,136.212,60,245,,,
,,Dead,37,367,110.294,53,144,,,
45,2016-05-26,Alive,1,2054689,127.623,41,255,2035979,916416,0.549889267
,,No count,2,18710,157.109,81,255,,,
,,Dead,3,12122,134.692,66,216,,,
,,Dead,4,1528,134.164,73,191,,,
,,Dead,5,5453,111.182,51,200,,,
,,Dead,6,2404,145.157,67,198,,,
,,Dead,7,3269,130.176,58,189,,,
,,Dead,8,4340,139.891,57,210,,,
,,Dead,9,8700,133.2,55,220,,,
,,Dead,10,7390,126.215,63,217,,,
,,Dead,11,21833,114.199,55,221,,,
,,Dead,12,1916,142.024,68,191,,,
,,Dead,13,3299,122.653,70,199,,,
,,Dead,14,11614,132.086,67,216,,,
,,Dead,15,6892,139.404,69,204,,,
,,Dead,16,23290,125.763,54,232,,,
,,Dead,17,50793,121.817,46,225,,,
,,Dead,18,15796,148.551,80,222,,,
,,Dead,19,5964,142.351,75,218,,,
,,Dead,20,69309,134.13,59,233,,,
,,Dead,21,9407,150.179,66,231,,,
,,Dead,22,24335,118.694,52,231,,,
,,Dead,23,61116,121.166,45,242,,,
,,Dead,24,54609,119.409,43,230,,,
,,Dead,25,100415,115.9,46,230,,,
,,Dead,26,59990,121.244,47,231,,,
,,Dead,27,83609,121.867,48,239,,,
,,Dead,28,3232,121.485,67,174,,,
,,Dead,29,10025,135.366,75,219,,,
,,Dead,30,2118,126.297,68,192,,,
,,Dead,31,22792,131.903,68,225,,,
,,Dead,32,83915,133.84,56,233,,,
,,Dead,33,15944,132.305,55,226,,,
,,Dead,34,87702,128.17,54,236,,,
,,Dead,35,16526,143.873,79,217,,,
,,Dead,36,2444,126.809,78,224,,,
,,Dead,37,16489,155.399,92,219,,,
,,Dead,38,3555,152.303,95,222,,,
,,Dead,39,2281,146.649,106,197,,,
45,2016-09-20,Alive,1,1352198,91.633,0,255,1351092,741148,0.451445201
,,Dead,2,5776,89.35,4,223,,,
,,Dead,3,23351,109.63,1,250,,,
,,Dead,4,5563,100.746,3,226,,,
,,Dead,5,19078,108.898,1,249,,,
,,No count,6,1106,36.272,3,159,,,
,,Dead,7,4519,85.206,0,205,,,
,,Dead,8,21320,90.497,0,215,,,
,,Dead,9,27454,80.477,0,236,,,
,,Dead,10,47982,99.473,0,249,,,
,,Dead,11,41244,100.391,0,249,,,
,,Dead,12,50462,103.349,0,255,,,
,,Dead,13,16033,131.356,5,247,,,
,,Dead,14,5992,81.7,5,206,,,
,,Dead,15,5667,146.643,8,246,,,
,,Dead,16,34532,100.066,0,250,,,
,,Dead,17,24344,75.75,0,212,,,
,,Dead,18,52235,77.403,0,241,,,
,,Dead,19,25117,69.994,0,200,,,
,,Dead,20,2807,98.097,5,197,,,
,,Dead,21,8988,64.976,1,186,,,
,,Dead,22,44023,79.012,0,237,,,
,,Dead,23,32441,99.506,0,242,,,
,,Dead,24,38338,127.034,10,252,,,
,,Dead,25,37183,126.338,0,248,,,
,,Dead,26,8153,139.021,9,244,,,
,,Dead,27,27854,117.978,2,250,,,
